Date,Open,High,Low,Close,Volume
2018-08-09,1800,1810,1796,1807,216
2018-08-08,1809,1819,1804,1808,127
2018-08-07,1803,1810,1799,1810,184
2018-08-06,1798,1805,1796,1796,157
2018-08-03,1800,1807,1796,1796,197
2018-08-02,1812,1814,1792,1792,556
2018-07-31,1796,1809,1780,1801,121
2018-07-30,1810,1810,1798,1800,188
2018-07-27,1801,1815,1801,1815,198
2018-07-26,1805,1807,1797,1802,160
2018-07-25,1803,1808,1801,1808,107
2018-07-24,1802,1802,1792,1797,59
2018-07-23,1801,1801,1785,1789,98
2018-07-20,1816,1819,1800,1808,56
2018-07-19,1828,1828,1820,1820,69
2018-07-18,1828,1831,1819,1819,127
2018-07-17,1790,1821,1790,1817,4301
2018-07-13,1800,1810,1771,1803,190
2018-07-12,1744,1775,1744,1772,42
2018-07-11,1779,1784,1740,1741,435
2018-07-10,1800,1805,1779,1779,189
2018-07-09,1789,1830,1783,1788,249
2018-07-06,1779,1782,1770,1782,82
2018-07-05,1748,1779,1748,1758,260
2018-07-04,1751,1761,1741,1742,653
2018-07-03,1759,1765,1735,1765,93169
2018-07-02,1791,1791,1749,1749,314
2018-06-29,1792,1792,1779,1786,152
2018-06-28,1790,1790,1774,1788,109
2018-06-27,1793,1795,1785,1788,120
2018-06-26,1781,1794,1775,1794,225
2018-06-25,1812,1819,1792,1792,123
2018-06-22,1809,1810,1799,1810,82
2018-06-21,1809,1827,1806,1827,128
2018-06-20,1795,1814,1781,1814,136
2018-06-19,1813,1813,1790,1790,241
2018-06-18,1832,1832,1814,1820,94
2018-06-15,1835,1836,1827,1833,126
2018-06-14,1835,1837,1827,1827,149
2018-06-13,1837,1845,1837,1841,61
2018-06-12,1844,1847,1831,1836,368
2018-06-11,1822,1831,1820,1831,291
2018-06-08,1827,1833,1823,1826,104
2018-06-07,1829,1833,1826,1828,2714
2018-06-06,1806,1818,1806,1818,336
2018-06-05,1809,1812,1805,1807,80
2018-06-04,1793,1806,1793,1805,556
2018-06-01,1782,1790,1776,1780,240
2018-05-31,1782,1784,1774,1784,893
2018-05-30,1771,1771,1758,1765,439
2018-05-29,1800,1800,1786,1793,83
2018-05-28,1811,1811,1800,1803,74
2018-05-25,1788,1808,1788,1802,2511
2018-05-24,1819,1819,1795,1800,211
2018-05-23,1844,1844,1819,1823,172
2018-05-22,1848,1848,1844,1844,96
2018-05-21,1841,1849,1841,1848,712
2018-05-18,1838,1840,1836,1838,124
2018-05-17,1833,1837,1831,1835,116
2018-05-16,1831,1831,1824,1824,173
2018-05-15,1837,1837,1831,1832,838
2018-05-14,1830,1835,1825,1835,587
2018-05-11,1800,1826,1800,1826,632
2018-05-10,1807,1808,1800,1803,137
2018-05-09,1807,1807,1796,1799,953
2018-05-08,1805,1810,1805,1808,107
2018-05-07,1805,1805,1795,1801,68
2018-05-02,1806,1809,1799,1801,171
