,Date,Open,High,Low,Close,Volume,index,Date_1305,Close_1305,diff_1305,Date_1306,Close_1306,diff_1306,Date_1308,Close_1308,diff_1308,Date_1320,Close_1320,diff_1320,Date_1321,Close_1321,diff_1321,Date_1329,Close_1329,diff_1329,Date_1330,Close_1330,diff_1330,Date_1346,Close_1346,diff_1346,Date_1348,Close_1348,diff_1348,Date_1369,Close_1369,diff_1369,Date_1475,Close_1475,diff_1475,Date_1578,Close_1578,diff_1578,Date_2035,Close_2035,diff_2035
46,2018-06-04,4205,4241,4196,4222,1068000,46,2018-06-04,1873,0.015176151761517653,2018-06-04,1847,0.014835164835164782,2018-06-04,1827,0.012749445676274895,2018-06-04,23280,0.01437908496732021,2018-06-04,23290,0.014814814814814836,2018-06-04,23180,0.013998250218722585,2018-06-04,23360,0.0143291359096831,2018-06-04,23220,0.014860139860139787,2018-06-04,1837,0.015478164731896005,2018-06-04,22660,0.01070472792149868,2018-06-04,1801,0.014647887323943731,2018-06-04,1805,0.014044943820224809,2018-06-04,1788,-0.04893617021276597
47,2018-06-01,4234,4248,4200,4205,1013800,47,2018-06-01,1845,0.0005422993492407713,2018-06-01,1820,0.001651073197578512,2018-06-01,1804,0.0027793218454696955,2018-06-01,22950,-0.0021739130434782483,2018-06-01,22950,-0.0021739130434782483,2018-06-01,22860,-0.002182453077258839,2018-06-01,23030,-0.00303030303030305,2018-06-01,22880,-0.0017452006980802626,2018-06-01,1809,0.0005530973451326471,2018-06-01,22420,-0.0017809439002671734,2018-06-01,1775,0.0016930022573362624,2018-06-01,1780,-0.0022421524663677195,2018-06-01,1880,0.005347593582887722
48,2018-05-31,4290,4295,4212,4218,1928000,48,2018-05-31,1844,0.007650273224043769,2018-05-31,1817,0.0055340343110126256,2018-05-31,1799,0.005589714924538747,2018-05-31,23000,0.008329679964927728,2018-05-31,23000,0.008329679964927728,2018-05-31,22910,0.007919049714034232,2018-05-31,23100,0.009615384615384581,2018-05-31,22920,0.007472527472527579,2018-05-31,1808,0.006681514476614803,2018-05-31,22460,0.012167643082469537,2018-05-31,1772,0.003966005665722472,2018-05-31,1784,0.01076487252124636,2018-05-31,1870,-0.03209109730848858
49,2018-05-30,4262,4311,4255,4287,1317200,49,2018-05-30,1830,-0.016129032258064502,2018-05-30,1807,-0.013646288209607005,2018-05-30,1789,-0.015410016510731928,2018-05-30,22810,-0.014686825053995656,2018-05-30,22810,-0.014261019878997416,2018-05-30,22730,-0.014310494362532511,2018-05-30,22880,-0.01464254952627042,2018-05-30,22750,-0.014298093587521654,2018-05-30,1796,-0.014270032930845278,2018-05-30,22190,-0.011140819964349347,2018-05-30,1765,-0.013415315818893214,2018-05-30,1765,-0.015616285554935883,2018-05-30,1932,0.07872696817420444
50,2018-05-29,4361,4366,4307,4332,1224200,50,2018-05-29,1860,-0.003749330476700563,2018-05-29,1832,-0.004888647474198815,2018-05-29,1817,-0.004383561643835576,2018-05-29,23150,-0.005156854318865478,2018-05-29,23140,-0.005586592178770999,2018-05-29,23060,-0.0060344827586207295,2018-05-29,23220,-0.005567451820128522,2018-05-29,23080,-0.005172413793103403,2018-05-29,1822,-0.00491534680502459,2018-05-29,22440,-0.009708737864077666,2018-05-29,1789,-0.0050055617352614545,2018-05-29,1793,-0.005546311702717688,2018-05-29,1791,-0.02450980392156865
51,2018-05-28,4315,4377,4315,4366,1667000,51,2018-05-28,1867,-0.0005353319057815886,2018-05-28,1841,-0.0005428881650380024,2018-05-28,1825,-0.0005476451259583959,2018-05-28,23270,0.0,2018-05-28,23270,0.00042992261392948983,2018-05-28,23200,0.0012947777298231156,2018-05-28,23350,0.0004284490145671782,2018-05-28,23200,0.0004312203536007697,2018-05-28,1831,-0.0005458515283842669,2018-05-28,22660,0.0008833922261484162,2018-05-28,1798,0.0,2018-05-28,1803,0.0005549389567147678,2018-05-28,1836,-0.010242587601078212
52,2018-05-25,4260,4296,4234,4293,1989000,52,2018-05-25,1868,-0.0032017075773745907,2018-05-25,1842,-0.0021668472372697867,2018-05-25,1826,-0.002185792349726823,2018-05-25,23270,0.0008602150537635467,2018-05-25,23260,0.000860585197934638,2018-05-25,23170,0.0008639308855291628,2018-05-25,23340,0.0008576329331047017,2018-05-25,23190,0.0012953367875647714,2018-05-25,1832,-0.0027218290691344293,2018-05-25,22640,-0.0008826125330979595,2018-05-25,1798,-0.002773155851358844,2018-05-25,1802,0.0011111111111110628,2018-05-25,1855,-0.002151694459386788
53,2018-05-24,4216,4238,4201,4213,1563700,53,2018-05-24,1874,-0.011081794195250683,2018-05-24,1846,-0.012306046013911165,2018-05-24,1830,-0.011345218800648316,2018-05-24,23250,-0.011059123777116153,2018-05-24,23240,-0.01106382978723408,2018-05-24,23150,-0.012372013651877123,2018-05-24,23320,-0.011026293469041604,2018-05-24,23160,-0.011523687580025643,2018-05-24,1837,-0.011302475780408994,2018-05-24,22660,-0.010480349344978213,2018-05-24,1803,-0.012054794520547918,2018-05-24,1800,-0.012616566099835413,2018-05-24,1859,0.023115024766098058
54,2018-05-23,4165,4204,4157,4197,1852900,54,2018-05-23,1895,-0.007853403141361293,2018-05-23,1869,-0.006907545164718365,2018-05-23,1851,-0.006974248927038573,2018-05-23,23510,-0.011354079058031985,2018-05-23,23500,-0.011774600504625754,2018-05-23,23440,-0.010970464135021119,2018-05-23,23580,-0.012149141181399203,2018-05-23,23430,-0.011809363137916473,2018-05-23,1858,-0.008008542445274935,2018-05-23,22900,-0.011226252158894612,2018-05-23,1825,-0.0065323897659227415,2018-05-23,1823,-0.011388286334056419,2018-05-23,1817,0.05089647194910363
55,2018-05-22,4124,4156,4106,4144,1094100,55,2018-05-22,1910,-0.001568217459487764,2018-05-22,1882,-0.002649708532061479,2018-05-22,1864,-0.0032085561497325887,2018-05-22,23780,-0.0016792611251049694,2018-05-22,23780,-0.0016792611251049694,2018-05-22,23700,-0.0016849199663016012,2018-05-22,23870,-0.002090301003344508,2018-05-22,23710,-0.0016842105263158436,2018-05-22,1873,-0.0015991471215351938,2018-05-22,23160,-0.0008628127696289623,2018-05-22,1837,-0.002714440825190012,2018-05-22,1844,-0.0021645021645021467,2018-05-22,1729,-0.01256424900057107
56,2018-05-21,4141,4149,4114,4133,914400,56,2018-05-21,1913,-0.0005224660397074032,2018-05-21,1887,0.0,2018-05-21,1870,0.0005350454788657366,2018-05-21,23820,0.0037926675094817064,2018-05-21,23820,0.0033698399326032025,2018-05-21,23740,0.0038054968287526414,2018-05-21,23920,0.004198152812762368,2018-05-21,23750,0.002956081081081141,2018-05-21,1876,-0.0005327650506127268,2018-05-21,23180,0.0030289917784509512,2018-05-21,1842,0.0005431830526887449,2018-05-21,1848,0.005440696409140466,2018-05-21,1751,-0.009615384615384581
57,2018-05-18,4091,4119,4074,4114,798900,57,2018-05-18,1914,0.0036706869428422273,2018-05-18,1887,0.0037234042553191404,2018-05-18,1869,0.0032206119162641045,2018-05-18,23730,0.002958579881656709,2018-05-18,23740,0.0033812341504648735,2018-05-18,23650,0.0038200339558573937,2018-05-18,23820,0.0033698399326032025,2018-05-18,23680,0.004240882103477617,2018-05-18,1877,0.0037433155080213165,2018-05-18,23110,0.0012998266897747968,2018-05-18,1841,0.002723311546841023,2018-05-18,1838,0.0016348773841960984,2018-05-18,1768,-0.0045045045045044585
58,2018-05-17,4109,4114,4052,4072,955100,58,2018-05-17,1907,0.00474183350895685,2018-05-17,1880,0.0048102618920362605,2018-05-17,1863,0.004312668463611891,2018-05-17,23660,0.005524861878453136,2018-05-17,23660,0.005097706032285432,2018-05-17,23560,0.004262574595055524,2018-05-17,23740,0.004655099449851985,2018-05-17,23580,0.0046868342564976295,2018-05-17,1870,0.004296455424275036,2018-05-17,23080,0.006102877070619073,2018-05-17,1836,0.0049261083743843415,2018-05-17,1835,0.006030701754385914,2018-05-17,1776,-0.02950819672131144
59,2018-05-16,4067,4100,4059,4087,1288000,59,2018-05-16,1898,-0.0031512605042016695,2018-05-16,1871,-0.003196590303676028,2018-05-16,1855,-0.002151694459386788,2018-05-16,23530,-0.0038103302286197627,2018-05-16,23540,-0.003808717731696998,2018-05-16,23460,-0.003821656050955413,2018-05-16,23630,-0.003374103753690405,2018-05-16,23470,-0.003397027600849256,2018-05-16,1862,-0.0037453183520599342,2018-05-16,22940,-0.005203816131829964,2018-05-16,1827,-0.0021845985800109657,2018-05-16,1824,-0.004366812227074246,2018-05-16,1830,0.022346368715083775
60,2018-05-15,4046,4077,4045,4058,1352500,60,2018-05-15,1904,0.0005254860746191081,2018-05-15,1877,-0.001064395955295394,2018-05-15,1859,0.0,2018-05-15,23620,-0.0033755274261603185,2018-05-15,23630,-0.0025327142254115698,2018-05-15,23550,-0.0016956337431114354,2018-05-15,23710,-0.002943650126156383,2018-05-15,23550,-0.0033855268726195042,2018-05-15,1869,0.0010712372790573355,2018-05-15,23060,0.0013026487190621605,2018-05-15,1831,-0.0010911074740862503,2018-05-15,1832,-0.0016348773841962094,2018-05-15,1790,-0.009407858328721597
61,2018-05-14,4011,4042,4010,4032,937300,61,2018-05-14,1903,0.00528262017960901,2018-05-14,1879,0.005888650963597364,2018-05-14,1859,0.005952380952380931,2018-05-14,23700,0.004662992793556642,2018-05-14,23690,0.004239084357778644,2018-05-14,23590,0.004257130693912314,2018-05-14,23780,0.00507185122569731,2018-05-14,23630,0.00553191489361704,2018-05-14,1867,0.00592672413793105,2018-05-14,23030,0.004361098996947144,2018-05-14,1833,0.0071428571428571175,2018-05-14,1835,0.004928806133625452,2018-05-14,1807,-0.019001085776330084
62,2018-05-11,3980,4023,3968,4007,1655500,62,2018-05-11,1893,0.010138740661686185,2018-05-11,1868,0.010275824770145991,2018-05-11,1848,0.00928454396504641,2018-05-11,23590,0.012012012012011963,2018-05-11,23590,0.01244635193133048,2018-05-11,23490,0.012499999999999956,2018-05-11,23660,0.012409071459135612,2018-05-11,23500,0.01162290142057687,2018-05-11,1856,0.009793253536452662,2018-05-11,22930,0.01236203090507737,2018-05-11,1820,0.00942872989462007,2018-05-11,1826,0.012756516916250682,2018-05-11,1842,-0.04062500000000002
63,2018-05-10,4014,4016,3962,3985,2291000,63,2018-05-10,1874,0.0032119914346895317,2018-05-10,1849,0.003800217155266017,2018-05-10,1831,0.0032876712328766544,2018-05-10,23310,0.004308487720809939,2018-05-10,23300,0.0038776389487289453,2018-05-10,23200,0.003026372676178113,2018-05-10,23370,0.003434950622584809,2018-05-10,23230,0.003889369057908487,2018-05-10,1838,0.0032751091703056012,2018-05-10,22650,0.003100088573959159,2018-05-10,1803,0.0022234574763757564,2018-05-10,1803,0.0022234574763757564,2018-05-10,1920,-0.028831562974203306
64,2018-05-09,4126,4158,4054,4058,1881700,64,2018-05-09,1868,-0.005324813631522929,2018-05-09,1842,-0.004862236628849326,2018-05-09,1825,-0.004364429896344779,2018-05-09,23210,-0.004290004290004257,2018-05-09,23210,-0.005143591941705994,2018-05-09,23130,-0.0043047783039174,2018-05-09,23290,-0.004700854700854684,2018-05-09,23140,-0.004731182795698952,2018-05-09,1832,-0.005428881650380024,2018-05-09,22580,-0.005724350506384868,2018-05-09,1799,-0.003324099722991636,2018-05-09,1799,-0.004977876106194712,2018-05-09,1977,-0.01788375558867361
65,2018-05-08,4135,4150,4094,4130,1898200,65,2018-05-08,1878,0.0048154093097914075,2018-05-08,1851,0.0043407487791644606,2018-05-08,1833,0.003284072249589487,2018-05-08,23310,0.0012886597938144284,2018-05-08,23330,0.0025784271594326835,2018-05-08,23230,0.0017248814144028568,2018-05-08,23400,0.0025706940874035134,2018-05-08,23250,0.0021551724137931494,2018-05-08,1842,0.004909983633387904,2018-05-08,22710,0.007989347536617952,2018-05-08,1805,0.0033351862145636346,2018-05-08,1808,0.0038867295946696245,2018-05-08,2013,-0.009837678307919373
66,2018-05-07,4144,4145,4110,4134,1103600,66,2018-05-07,1869,0.0010712372790573355,2018-05-07,1843,0.0010863661053774898,2018-05-07,1827,0.00164473684210531,2018-05-07,23280,0.0008598452278589797,2018-05-07,23270,0.0,2018-05-07,23190,0.0,2018-05-07,23340,-0.0008561643835616195,2018-05-07,23200,0.0004312203536007697,2018-05-07,1833,0.0005458515283842669,2018-05-07,22530,-0.004858657243816289,2018-05-07,1799,0.0022284122562674646,2018-05-07,1801,0.0,2018-05-07,2033,-0.02959427207637233
67,2018-05-02,4215,4219,4153,4153,1355300,67,2018-05-02,1867,-0.0032034169781099964,2018-05-02,1841,-0.0016268980477223138,2018-05-02,1824,-0.002188183807439792,2018-05-02,23260,-0.002572898799313883,2018-05-02,23270,-0.001716001716001725,2018-05-02,23190,-0.0012919896640827266,2018-05-02,23360,-0.0017094017094017033,2018-05-02,23190,-0.002151462994836484,2018-05-02,1832,-0.002178649237472796,2018-05-02,22640,-0.0017636684303351524,2018-05-02,1795,-0.0022234574763757564,2018-05-02,1801,-0.003320420586607642,2018-05-02,2095,-0.04772727272727273
68,2018-05-01,4253,4262,4209,4235,1244600,68,2018-05-01,1873,0.0,2018-05-01,1844,-0.0027041644131963194,2018-05-01,1828,-0.0005467468562055933,2018-05-01,23320,0.002579535683576939,2018-05-01,23310,0.0012886597938144284,2018-05-01,23220,0.001293661060802087,2018-05-01,23400,0.0021413276231263545,2018-05-01,23240,0.0012925463162429818,2018-05-01,1836,0.0,2018-05-01,22680,0.002209456473707405,2018-05-01,1799,-0.002218524681087075,2018-05-01,1807,0.003331482509716821,2018-05-01,2200,-0.0072202166064981865
69,2018-04-27,4320,4326,4253,4310,1479300,69,2018-04-27,1873,0.0032137118371720064,2018-04-27,1849,0.0032555615843732344,2018-04-27,1829,0.0021917808219178436,2018-04-27,23260,0.006490696668109086,2018-04-27,23280,0.007356122890523675,2018-04-27,23190,0.006510416666666741,2018-04-27,23350,0.006031882809133915,2018-04-27,23210,0.0065047701647875655,2018-04-27,1836,0.0016366612111293755,2018-04-27,22630,0.006672597864768592,2018-04-27,1803,0.0022234574763757564,2018-04-27,1801,0.0061452513966480105,2018-04-27,2216,-0.015548645046645881
70,2018-04-26,4339,4339,4295,4309,897400,70,2018-04-26,1867,0.0021470746108427363,2018-04-26,1843,0.002175095160413365,2018-04-26,1825,0.0027472527472527375,2018-04-26,23110,0.003909643788010397,2018-04-26,23110,0.004345936549326357,2018-04-26,23040,0.005235602094240788,2018-04-26,23210,0.005197055002165385,2018-04-26,23060,0.00435540069686402,2018-04-26,1833,0.0016393442622950616,2018-04-26,22480,0.0035714285714285587,2018-04-26,1799,0.0016703786191536452,2018-04-26,1790,0.003925967470555181,2018-04-26,2251,0.016711833785004515
71,2018-04-25,4310,4342,4301,4311,1163100,71,2018-04-25,1863,-0.001607717041800627,2018-04-25,1839,-0.0010863661053774898,2018-04-25,1820,-0.000549148819329992,2018-04-25,23020,-0.0025996533795493715,2018-04-25,23010,-0.0034647033347769973,2018-04-25,22920,-0.0026109660574412663,2018-04-25,23090,-0.0034527406128614935,2018-04-25,22960,-0.0026064291920069316,2018-04-25,1830,0.0,2018-04-25,22400,0.0017889087656528524,2018-04-25,1796,0.0005571030640667551,2018-04-25,1783,-0.0022383883603804833,2018-04-25,2214,0.0036264732547597323
72,2018-04-24,4264,4330,4259,4330,1160400,72,2018-04-24,1866,0.011382113821138296,2018-04-24,1841,0.012651265126512712,2018-04-24,1821,0.01110494169905607,2018-04-24,23080,0.00830056793359546,2018-04-24,23090,0.009178321678321666,2018-04-24,22980,0.008336989907854253,2018-04-24,23170,0.008707009142359556,2018-04-24,23020,0.009206488382288436,2018-04-24,1830,0.012168141592920456,2018-04-24,22360,0.004492362982928988,2018-04-24,1795,0.010698198198198172,2018-04-24,1787,0.008465011286681756,2018-04-24,2206,-0.026048565121412848
73,2018-04-23,4235,4257,4225,4246,593400,73,2018-04-23,1845,-0.0016233766233766378,2018-04-23,1818,-0.001098901098901095,2018-04-23,1801,-0.0011092623405435376,2018-04-23,22890,-0.002614379084967311,2018-04-23,22880,-0.003918154114061823,2018-04-23,22790,-0.0030621172353455517,2018-04-23,22970,-0.00260529743812421,2018-04-23,22810,-0.003930131004366788,2018-04-23,1808,-0.0011049723756906271,2018-04-23,22260,-0.004026845637583931,2018-04-23,1776,0.0,2018-04-23,1772,-0.004494382022471877,2018-04-23,2265,-0.01777970511708582
74,2018-04-20,4203,4233,4197,4222,959900,74,2018-04-20,1848,0.0010834236186347823,2018-04-20,1820,0.0005497526113249496,2018-04-20,1803,0.0,2018-04-20,22950,-0.0021739130434782483,2018-04-20,22970,-0.0004351610095735259,2018-04-20,22860,-0.002182453077258839,2018-04-20,23030,-0.001300954032957491,2018-04-20,22900,-0.0008726003490401313,2018-04-20,1810,0.0005527915975678255,2018-04-20,22350,-0.0008940545373268272,2018-04-20,1776,0.0,2018-04-20,1780,0.0028169014084507005,2018-04-20,2306,0.008307826847398392
75,2018-04-19,4242,4243,4185,4190,1271600,75,2018-04-19,1846,0.0010845986984815426,2018-04-19,1819,-0.0005494505494505475,2018-04-19,1803,0.0005549389567147678,2018-04-19,23000,0.0017421602787457413,2018-04-19,22980,0.0017436791630340842,2018-04-19,22910,0.0026258205689277947,2018-04-19,23060,0.0013026487190621605,2018-04-19,22920,0.001310615989515096,2018-04-19,1809,0.0005530973451326471,2018-04-19,22370,0.0017913121361397,2018-04-19,1776,0.0005633802816902289,2018-04-19,1775,-0.0011254924029262536,2018-04-19,2287,-0.03502109704641354
76,2018-04-18,4239,4258,4218,4230,1180000,76,2018-04-18,1844,0.011519473395501967,2018-04-18,1820,0.011673151750972721,2018-04-18,1802,0.012928611579539062,2018-04-18,22960,0.015479876160990669,2018-04-18,22940,0.013698630136986356,2018-04-18,22850,0.013303769401330268,2018-04-18,23030,0.013644366197183011,2018-04-18,22890,0.014178112538768328,2018-04-18,1808,0.01118568232662187,2018-04-18,22330,0.013617793917385379,2018-04-18,1775,0.01139601139601143,2018-04-18,1777,0.01138303927148554,2018-04-18,2370,-0.016189290161892855
77,2018-04-17,4220,4252,4210,4240,976900,77,2018-04-17,1823,-0.0038251366120218844,2018-04-17,1799,-0.003324099722991636,2018-04-17,1779,-0.005033557046979831,2018-04-17,22610,-0.0004420866489831532,2018-04-17,22630,0.0008845643520565272,2018-04-17,22550,0.0,2018-04-17,22720,0.0008810572687225626,2018-04-17,22570,0.00044326241134751143,2018-04-17,1788,-0.0044543429844098315,2018-04-17,22030,-0.0009070294784579991,2018-04-17,1755,-0.0034071550255536653,2018-04-17,1757,0.0034266133637921303,2018-04-17,2409,-0.044047619047619
78,2018-04-16,4228,4244,4210,4232,1112700,78,2018-04-16,1830,0.00328947368421062,2018-04-16,1805,0.0033351862145636346,2018-04-16,1788,0.004494382022471877,2018-04-16,22620,0.0026595744680850686,2018-04-16,22610,0.0013286093888396078,2018-04-16,22550,0.004007123775600974,2018-04-16,22700,0.0026501766784452485,2018-04-16,22560,0.002666666666666595,2018-04-16,1796,0.005036373810856087,2018-04-16,22050,0.004555808656036442,2018-04-16,1761,0.0034188034188034067,2018-04-16,1751,0.0022896393817972704,2018-04-16,2520,-0.03188628505570501
79,2018-04-13,4232,4254,4211,4228,1832700,79,2018-04-13,1824,0.007178354500276152,2018-04-13,1799,0.006715165081141672,2018-04-13,1780,0.006787330316742057,2018-04-13,22560,0.006693440428380271,2018-04-13,22580,0.007585899152164233,2018-04-13,22460,0.005371530886302489,2018-04-13,22640,0.007117437722419906,2018-04-13,22500,0.006711409395973256,2018-04-13,1787,0.005061867266591635,2018-04-13,21950,0.005957836846929521,2018-04-13,1755,0.0068846815834766595,2018-04-13,1747,0.004600345025876917,2018-04-13,2603,-0.04895871392035078
80,2018-04-12,4253,4263,4207,4217,1732600,80,2018-04-12,1811,-0.0054914881933003645,2018-04-12,1787,-0.0039018952062430667,2018-04-12,1768,-0.0045045045045044585,2018-04-12,22410,-0.002670226969292422,2018-04-12,22410,-0.0022261798753339113,2018-04-12,22340,-0.0004474272930649059,2018-04-12,22480,-0.0035460992907800915,2018-04-12,22350,-0.0026773761713521083,2018-04-12,1778,-0.005036373810856198,2018-04-12,21820,-0.0018298261665141702,2018-04-12,1743,-0.005136986301369828,2018-04-12,1739,0.0,2018-04-12,2737,-0.0036403349108118377
81,2018-04-11,4262,4289,4236,4270,2223600,81,2018-04-11,1821,-0.0027382256297918683,2018-04-11,1794,-0.0038867295946696245,2018-04-11,1776,-0.0033670033670033517,2018-04-11,22470,-0.005312084993359889,2018-04-11,22460,-0.0048737261852015434,2018-04-11,22350,-0.005782918149466187,2018-04-11,22560,-0.00485222761358628,2018-04-11,22410,-0.0040000000000000036,2018-04-11,1787,-0.0011179429849077493,2018-04-11,21860,-0.005006827492034627,2018-04-11,1752,-0.0034129692832765013,2018-04-11,1739,0.002305475504322807,2018-04-11,2747,-0.02450284090909094
82,2018-04-10,4266,4337,4265,4312,1799000,82,2018-04-10,1826,0.003296703296703285,2018-04-10,1801,0.0039018952062430667,2018-04-10,1782,0.002813731007315745,2018-04-10,22590,0.005788067675868147,2018-04-10,22570,0.005345211581291753,2018-04-10,22480,0.005366726296958779,2018-04-10,22670,0.005321507760532196,2018-04-10,22500,0.0044642857142858094,2018-04-10,1789,0.0016797312430010258,2018-04-10,21970,0.004113345521023826,2018-04-10,1758,0.003997715591090856,2018-04-10,1735,-0.004589787722317884,2018-04-10,2816,0.000710732054015617
83,2018-04-09,4304,4353,4301,4336,1337300,83,2018-04-09,1820,0.004415011037527616,2018-04-09,1794,0.003355704697986628,2018-04-09,1777,0.0045223289994347216,2018-04-09,22460,0.005371530886302489,2018-04-09,22450,0.004025044722719251,2018-04-09,22360,0.0053956834532373765,2018-04-09,22550,0.004901960784313708,2018-04-09,22400,0.004934948407357531,2018-04-09,1786,0.005064715813168252,2018-04-09,21880,0.005977011494252782,2018-04-09,1751,0.0034383954154728613,2018-04-09,1743,0.007514450867051936,2018-04-09,2814,-0.012977902490354243
84,2018-04-06,4352,4368,4306,4312,1523600,84,2018-04-06,1812,-0.0033003300330033403,2018-04-06,1788,-0.0033444816053511683,2018-04-06,1769,-0.0045019696117051256,2018-04-06,22340,-0.003568242640499597,2018-04-06,22360,-0.0035650623885917776,2018-04-06,22240,-0.004921700223713632,2018-04-06,22440,-0.003552397868561319,2018-04-06,22290,-0.0026845637583892135,2018-04-06,1777,-0.0028058361391695152,2018-04-06,21750,-0.006395614435815489,2018-04-06,1745,-0.0034266133637921303,2018-04-06,1730,-0.006888633754305373,2018-04-06,2851,0.012069577564785217
85,2018-04-05,4379,4414,4372,4387,1504400,85,2018-04-05,1818,0.010561423012784843,2018-04-05,1794,0.011273957158962844,2018-04-05,1777,0.01138303927148554,2018-04-05,22420,0.01493888637392482,2018-04-05,22440,0.016304347826086918,2018-04-05,22350,0.016371077762619368,2018-04-05,22520,0.016704288939051848,2018-04-05,22350,0.014986376021798309,2018-04-05,1782,0.00963172804532575,2018-04-05,21890,0.019087523277467433,2018-04-05,1751,0.010969976905311762,2018-04-05,1742,0.01871345029239757,2018-04-05,2817,-0.023231622746185843
86,2018-04-04,4337,4366,4303,4357,1354200,86,2018-04-04,1799,0.0022284122562674646,2018-04-04,1774,0.0011286681715576563,2018-04-04,1757,0.0017103762827821445,2018-04-04,22090,0.002268602540834941,2018-04-04,22080,0.0009066183136898776,2018-04-04,21990,0.002278942570647313,2018-04-04,22150,0.0018091361374943382,2018-04-04,22020,0.002275830678197588,2018-04-04,1765,0.0022714366837024436,2018-04-04,21480,0.001865671641791078,2018-04-04,1732,0.0023148148148148806,2018-04-04,1710,0.0011709601873535203,2018-04-04,2884,-0.005174197999310071
87,2018-04-03,4293,4347,4250,4339,1222100,87,2018-04-03,1795,-0.003331482509716821,2018-04-03,1772,-0.002813731007315745,2018-04-03,1754,-0.002842524161455362,2018-04-03,22040,-0.005415162454873612,2018-04-03,22060,-0.004512635379061325,2018-04-03,21940,-0.0063405797101449,2018-04-03,22110,-0.005845323741007213,2018-04-03,21970,-0.005432322317790894,2018-04-03,1761,-0.002266288951841333,2018-04-03,21440,-0.0069476609541454515,2018-04-03,1728,-0.0028851702250433098,2018-04-03,1708,-0.00755374782103424,2018-04-03,2899,0.030938833570412605
88,2018-04-02,4288,4332,4288,4307,962700,88,2018-04-02,1801,-0.0038716814159291957,2018-04-02,1777,-0.004481792717086819,2018-04-02,1759,-0.0033994334277620553,2018-04-02,22160,-0.0027002700270026825,2018-04-02,22160,-0.002251238180999593,2018-04-02,22080,-0.0009049773755656076,2018-04-02,22240,-0.003137606454504671,2018-04-02,22090,-0.003158844765343005,2018-04-02,1765,-0.005073280721533235,2018-04-02,21590,-0.0004629629629629983,2018-04-02,1733,-0.004022988505747116,2018-04-02,1721,0.015938606847697656,2018-04-02,2812,-0.010207673354452607
89,2018-03-30,4283,4289,4243,4282,986600,89,2018-03-30,1808,0.006121313299944253,2018-03-30,1785,0.008474576271186418,2018-03-30,1765,0.0068454078722191,2018-03-30,22220,0.01461187214611881,2018-03-30,22210,0.014618547281863847,2018-03-30,22100,0.013296652911508389,2018-03-30,22310,0.014552069122328426,2018-03-30,22160,0.015116811726981316,2018-03-30,1774,0.0073821692220328305,2018-03-30,21600,0.012658227848101333,2018-03-30,1740,0.007527504342790925,2018-03-30,1694,0.005341246290801127,2018-03-30,2841,-0.020344827586206926
90,2018-03-29,4293,4346,4256,4289,1885600,90,2018-03-29,1797,0.002230897936419396,2018-03-29,1770,0.001697792869269854,2018-03-29,1753,0.0,2018-03-29,21900,0.005971520440973821,2018-03-29,21890,0.0059742647058822484,2018-03-29,21810,0.005996309963099522,2018-03-29,21990,0.005946935041171164,2018-03-29,21830,0.006454587367450415,2018-03-29,1761,0.0017064846416381396,2018-03-29,21330,0.009943181818181879,2018-03-29,1727,0.0,2018-03-29,1685,0.008982035928143617,2018-03-29,2900,0.0013812154696133394
91,2018-03-28,4178,4269,4131,4266,2525600,91,2018-03-28,1793,0.0005580357142858094,2018-03-28,1767,0.0005662514156286047,2018-03-28,1753,0.0011422044545974508,2018-03-28,21770,-0.004572473708276181,2018-03-28,21760,-0.005029721079103822,2018-03-28,21680,-0.0059605685465382585,2018-03-28,21860,-0.004100227790432842,2018-03-28,21690,-0.005045871559632986,2018-03-28,1758,0.0005691519635742104,2018-03-28,21120,-0.007518796992481258,2018-03-28,1727,0.002321532211259525,2018-03-28,1670,-0.006543723973825077,2018-03-28,2896,0.013650682534126712
92,2018-03-27,4204,4278,4203,4256,3841200,92,2018-03-27,1792,0.026345933562428314,2018-03-27,1766,0.026147588611272532,2018-03-27,1751,0.028185554903112253,2018-03-27,21870,0.024355971896955486,2018-03-27,21870,0.025797373358348974,2018-03-27,21810,0.026836158192090398,2018-03-27,21950,0.025221858944418418,2018-03-27,21800,0.02539981185324547,2018-03-27,1757,0.027485380116959002,2018-03-27,21280,0.02801932367149762,2018-03-27,1723,0.025595238095238004,2018-03-27,1681,0.022506082725060716,2018-03-27,2857,-0.028561713702822122
93,2018-03-26,4200,4204,4161,4204,2229300,93,2018-03-26,1746,0.005181347150259086,2018-03-26,1721,0.004670169293636839,2018-03-26,1703,0.002944640753828054,2018-03-26,21350,0.008502598016060459,2018-03-26,21320,0.007561436672967936,2018-03-26,21240,0.007112375533428139,2018-03-26,21410,0.0075294117647057845,2018-03-26,21260,0.0056764427625355385,2018-03-26,1710,0.0017574692442883233,2018-03-26,20700,0.002421307506053294,2018-03-26,1680,0.0035842293906809264,2018-03-26,1644,0.00366300366300365,2018-03-26,2941,0.048484848484848575
