Date,Open,High,Low,Close,Volume
2018-05-21,23100,23220,23100,23180,91
2018-05-18,23100,23130,23070,23110,38
2018-05-17,23000,23080,23000,23080,20
2018-05-16,22900,22990,22900,22940,52
2018-05-15,23060,23060,23060,23060,1
2018-05-14,22970,23030,22970,23030,242
2018-05-11,22750,22930,22750,22930,373
2018-05-10,22730,22730,22650,22650,44
2018-05-09,22600,22610,22580,22580,13
2018-05-08,22710,22710,22710,22710,20
2018-05-07,22580,22580,22530,22530,1020
2018-05-02,22710,22710,22620,22640,53
2018-05-01,22640,22710,22610,22680,294
2018-04-27,22560,22640,22560,22630,953
2018-04-26,22510,22550,22450,22480,1670
2018-04-25,22280,22400,22280,22400,71
2018-04-24,22440,22440,22360,22360,15
2018-04-23,22340,22340,22250,22260,29
2018-04-20,22350,22410,22270,22350,189
2018-04-19,22410,22500,22370,22370,339
2018-04-18,22110,22330,22110,22330,1502
2018-04-17,22050,22060,21980,22030,138
2018-04-16,22040,22050,22040,22050,103
2018-04-13,21980,22080,21950,21950,4486
2018-04-12,21840,21840,21790,21820,2068
2018-04-11,22030,22030,21860,21860,2127
2018-04-10,21760,22070,21730,21970,6315
2018-04-09,21730,21880,21730,21880,3050
2018-04-06,21830,21920,21740,21750,3249
2018-04-05,21740,21900,21650,21890,5226
2018-04-04,21590,21590,21430,21480,3887
2018-04-03,21300,21440,21250,21440,1290
2018-04-02,21590,21770,21590,21590,5160
2018-03-30,21570,21680,21500,21600,2587
2018-03-29,21450,21450,21230,21330,2321
2018-03-28,20990,21160,20970,21120,14364
2018-03-27,21000,21300,20970,21280,4843
2018-03-26,20460,20700,20370,20700,9497
2018-03-23,20930,21010,20570,20650,20294
2018-03-22,21370,21560,21370,21540,7032
2018-03-20,21270,21370,21250,21370,7138
2018-03-19,21560,21620,21460,21510,4157
2018-03-16,21790,21790,21690,21720,210
2018-03-15,21700,21820,21600,21820,164
2018-03-14,21860,21860,21760,21760,2763
2018-03-13,21790,21970,21790,21970,1074
2018-03-12,21940,21990,21750,21850,2277
2018-03-09,21620,21900,21500,21500,5677
2018-03-08,21540,21540,21350,21370,2369
2018-03-07,21260,21330,21260,21270,1081
2018-03-06,21490,21560,21450,21450,2855
2018-03-05,21090,21090,20980,21090,3189
2018-03-02,21240,21280,21150,21190,1631
2018-03-01,21970,21970,21700,21730,180
2018-02-28,22330,22390,22150,22150,158
2018-02-27,22440,22490,22340,22370,255
2018-02-26,22150,22230,22040,22220,902
2018-02-23,21800,21870,21800,21870,221
2018-02-22,21800,21800,21680,21730,66
2018-02-21,21900,22130,21880,22010,1882
2018-02-20,22090,22090,21850,21930,60
2018-02-19,22010,22150,21940,22150,1792
2018-02-16,21560,21870,21560,21700,2686
2018-02-15,21370,21520,21370,21450,281
2018-02-14,21280,21330,20980,21210,197
2018-02-13,21690,21690,21210,21210,274
2018-02-09,21100,21400,21100,21400,1097
2018-02-08,21750,21960,21670,21960,363
2018-02-07,22270,22370,21620,21620,730
2018-02-06,21750,21850,21100,21500,3308
2018-02-05,22840,22860,22690,22710,1610
2018-02-02,23340,23350,23160,23280,4457
2018-02-01,23270,23500,23270,23500,1870
2018-01-31,23230,23390,23200,23210,69
2018-01-30,23600,23600,23250,23300,4599
2018-01-29,23750,23780,23600,23660,71
2018-01-26,23700,23700,23620,23620,92
2018-01-25,23780,23780,23660,23670,172
2018-01-24,24050,24060,23990,23990,35
2018-01-23,23910,24100,23910,24100,182
2018-01-22,23770,23780,23740,23780,80
2018-01-19,23830,23850,23770,23830,1309
2018-01-18,24150,24150,23800,23800,69
2018-01-17,23790,23880,23790,23880,24
2018-01-16,23760,23940,23740,23940,59
2018-01-15,23850,23850,23740,23740,186
2018-01-12,23770,23770,23580,23630,50
2018-01-11,23690,23750,23640,23650,896
2018-01-10,23850,23860,23800,23820,123
2018-01-09,24010,24010,23840,23840,143
2018-01-05,23660,23720,23540,23720,440
2018-01-04,23120,23480,23120,23470,469
