Date,Open,High,Low,Close,Volume
2018-05-29,23240,23250,23040,23140,173683
2018-05-28,23300,23350,23210,23270,109307
2018-05-25,23180,23320,23120,23260,183480
2018-05-24,23430,23460,23170,23240,275243
2018-05-23,23700,23770,23470,23500,288182
2018-05-22,23840,23850,23780,23780,116875
2018-05-21,23770,23880,23750,23820,242469
2018-05-18,23740,23780,23690,23740,228489
2018-05-17,23630,23700,23620,23660,206488
2018-05-16,23550,23610,23520,23540,223068
2018-05-15,23720,23730,23620,23630,202343
2018-05-14,23580,23720,23560,23690,169429
2018-05-11,23380,23590,23380,23590,270463
2018-05-10,23300,23340,23220,23300,107679
2018-05-09,23260,23290,23160,23210,102020
2018-05-08,23230,23380,23230,23330,129370
2018-05-07,23320,23330,23150,23270,120964
2018-05-02,23370,23380,23230,23270,133649
2018-05-01,23280,23340,23220,23310,100036
2018-04-27,23200,23300,23160,23280,345925
2018-04-26,23120,23190,23080,23110,186081
2018-04-25,22900,23030,22870,23010,121813
2018-04-24,23030,23090,22940,23090,137995
2018-04-23,22960,22990,22850,22880,146557
2018-04-20,22940,23050,22870,22970,156269
2018-04-19,23020,23150,22980,22980,273027
2018-04-18,22700,22990,22700,22940,313676
2018-04-17,22600,22680,22550,22630,208353
2018-04-16,22610,22660,22550,22610,142976
2018-04-13,22580,22690,22520,22580,229998
2018-04-12,22460,22490,22350,22410,180788
2018-04-11,22640,22640,22460,22460,189354
2018-04-10,22370,22720,22300,22570,306090
2018-04-09,22300,22520,22300,22450,175185
2018-04-06,22410,22530,22320,22360,312086
2018-04-05,22310,22520,22230,22440,332249
2018-04-04,22190,22200,22000,22080,238365
2018-04-03,21850,22100,21800,22060,230554
2018-04-02,22200,22370,22160,22160,246028
2018-03-30,22160,22280,22080,22210,282830
2018-03-29,22020,22060,21750,21890,232677
2018-03-28,21580,21770,21520,21760,293491
2018-03-27,21570,21890,21530,21870,522057
2018-03-26,20940,21330,20910,21320,546959
2018-03-23,21500,21600,21120,21160,1093613
2018-03-22,21960,22190,21960,22190,330993
2018-03-20,21880,21990,21830,21990,189985
2018-03-19,22130,22270,21960,22090,234806
2018-03-16,22460,22480,22240,22300,246857
2018-03-15,22300,22440,22160,22430,206003
2018-03-14,22390,22500,22290,22380,248986
2018-03-13,22340,22590,22300,22590,456448
2018-03-12,22550,22600,22300,22460,489950
2018-03-09,22190,22490,21950,22090,413390
2018-03-08,22100,22110,21890,21970,180583
2018-03-07,21870,22090,21790,21840,314391
2018-03-06,22040,22160,22010,22020,266690
2018-03-05,21640,21760,21530,21630,540316
2018-03-02,21840,21880,21680,21790,1087635
2018-03-01,22550,22550,22260,22340,657058
2018-02-28,22900,23000,22720,22730,283416
2018-02-27,23010,23140,22960,23000,285484
2018-02-26,22780,22870,22660,22780,247765
2018-02-23,22400,22500,22340,22500,156346
2018-02-22,22390,22410,22220,22340,477684
2018-02-21,22560,22760,22440,22600,251508
2018-02-20,22680,22680,22430,22530,219940
2018-02-19,22490,22770,22450,22740,244349
2018-02-16,22170,22470,22110,22300,354263
2018-02-15,21990,22170,21890,22080,514775
2018-02-14,21850,21960,21520,21740,543994
2018-02-13,22300,22310,21790,21840,631343
2018-02-09,21730,22000,21690,21980,1231760
2018-02-08,22350,22590,22240,22510,542201
2018-02-07,22880,22980,22230,22240,766592
2018-02-06,22340,22460,21660,22210,2087265
2018-02-05,23450,23490,23280,23330,1310751
2018-02-02,23990,24000,23760,23920,593576
2018-02-01,23960,24160,23870,24080,525827
2018-01-31,23830,24030,23760,23770,554453
2018-01-30,24230,24230,23880,23940,1238380
2018-01-29,24400,24440,24230,24290,303819
2018-01-26,24450,24470,24250,24300,379006
2018-01-25,24410,24490,24300,24340,474533
2018-01-24,24680,24740,24570,24630,290971
2018-01-23,24600,24800,24580,24790,325248
2018-01-22,24470,24470,24340,24470,200760
2018-01-19,24500,24540,24400,24450,309262
2018-01-18,24770,24780,24360,24430,559985
2018-01-17,24430,24550,24400,24530,255050
2018-01-16,24390,24620,24350,24610,258414
2018-01-15,24460,24490,24340,24370,193839
2018-01-12,24410,24410,24240,24310,383357
2018-01-11,24330,24400,24250,24360,710369
2018-01-10,24490,24520,24410,24440,221450
2018-01-09,24650,24650,24450,24510,363084
2018-01-05,24280,24390,24170,24370,495513
2018-01-04,23770,24150,23770,24150,611004
