Date,Open,High,Low,Close,Volume
2018-08-09,23180,23230,23090,23200,12240
2018-08-08,23240,23390,23210,23240,25197
2018-08-07,23160,23250,23120,23230,12998
2018-08-06,23140,23200,23080,23100,16736
2018-08-03,23210,23210,23080,23100,11814
2018-08-02,23270,23340,23050,23110,47435
2018-07-31,23050,23270,22940,23130,40330
2018-07-30,23200,23210,23100,23120,14255
2018-07-27,23220,23290,23170,23290,24135
2018-07-26,23230,23230,23120,23160,22056
2018-07-25,23180,23240,23130,23180,23576
2018-07-24,23120,23130,22990,23100,17545
2018-07-23,23060,23090,22920,22970,51828
2018-07-20,23320,23470,23120,23270,48668
2018-07-19,23470,23510,23350,23360,41476
2018-07-18,23500,23530,23400,23400,40860
2018-07-17,23180,23430,23170,23290,57693
2018-07-13,23030,23280,23010,23180,70393
2018-07-12,22600,22810,22590,22760,28033
2018-07-11,22640,22760,22320,22480,43183
2018-07-10,22970,23070,22940,22970,28069
2018-07-09,22620,22850,22610,22780,50711
2018-07-06,22400,22610,22370,22550,17558
2018-07-05,22430,22480,22200,22290,40989
2018-07-04,22400,22520,22340,22450,27015
2018-07-03,22630,22670,22310,22510,45494
2018-07-02,22990,23070,22530,22540,40816
2018-06-29,23080,23080,22900,23040,23891
2018-06-28,22970,23060,22790,23020,23998
2018-06-27,23080,23110,22970,23040,37347
2018-06-26,22920,23130,22850,23080,49383
2018-06-25,23300,23310,23040,23090,27087
2018-06-22,23190,23270,23150,23260,60541
2018-06-21,23270,23520,23230,23430,46206
2018-06-20,23090,23320,22900,23290,78315
2018-06-19,23320,23360,23010,23010,152565
2018-06-18,23560,23560,23340,23420,15738
2018-06-15,23640,23640,23510,23600,20274
2018-06-14,23600,23640,23500,23510,13033
2018-06-13,23660,23730,23640,23710,18637
2018-06-12,23730,23750,23540,23640,26943
2018-06-11,23420,23590,23390,23550,21716
2018-06-08,23570,23630,23430,23430,13327
2018-06-07,23530,23600,23490,23580,34766
2018-06-06,23270,23410,23230,23360,17569
2018-06-05,23300,23330,23210,23270,8545
2018-06-04,23100,23250,23090,23220,18579
2018-06-01,22850,23040,22820,22880,11643
2018-05-31,22920,22980,22820,22920,24805
2018-05-30,22730,22810,22650,22750,52854
2018-05-29,23150,23160,22970,23080,20357
2018-05-28,23230,23290,23150,23200,11795
2018-05-25,23080,23240,23050,23190,18714
2018-05-24,23370,23380,23100,23160,51770
2018-05-23,23630,23700,23400,23430,59675
2018-05-22,23770,23780,23710,23710,54746
2018-05-21,23690,23800,23690,23750,23063
2018-05-18,23660,23700,23620,23680,21997
2018-05-17,23580,23630,23550,23580,8124
2018-05-16,23480,23540,23450,23470,15517
2018-05-15,23650,23660,23550,23550,44818
2018-05-14,23510,23640,23480,23630,32445
2018-05-11,23300,23510,23300,23500,62577
2018-05-10,23220,23260,23150,23230,24699
2018-05-09,23190,23210,23090,23140,25890
2018-05-08,23150,23300,23150,23250,36382
2018-05-07,23250,23250,23080,23200,26034
2018-05-02,23290,23290,23160,23190,18981
2018-05-01,23200,23260,23160,23240,22833
2018-04-27,23130,23220,23090,23210,34658
2018-04-26,23040,23110,23000,23060,16116
2018-04-25,22820,22960,22800,22960,20218
2018-04-24,22980,23020,22870,23020,17763
2018-04-23,22900,22920,22780,22810,17353
2018-04-20,22880,22980,22800,22900,15117
2018-04-19,22970,23080,22900,22920,19505
2018-04-18,22630,22920,22630,22890,49872
2018-04-17,22510,22600,22490,22570,11272
2018-04-16,22570,22600,22490,22560,22492
2018-04-13,22540,22620,22450,22500,19659
2018-04-12,22390,22420,22290,22350,8590
2018-04-11,22570,22570,22400,22410,10362
2018-04-10,22280,22640,22240,22500,37158
2018-04-09,22220,22450,22220,22400,18515
2018-04-06,22350,22450,22260,22290,54285
2018-04-05,22240,22450,22170,22350,44709
2018-04-04,22140,22140,21930,22020,15017
2018-04-03,21780,22020,21730,21970,27162
2018-04-02,22140,22300,22090,22090,20534
2018-03-30,22090,22220,22010,22160,25900
2018-03-29,21950,21980,21680,21830,25984
2018-03-28,21530,21700,21460,21690,37407
2018-03-27,21500,21820,21460,21800,42799
2018-03-26,20930,21260,20850,21260,44228
2018-03-23,21430,21530,21060,21140,122456
2018-03-22,21900,22130,21880,22130,21540
2018-03-20,21830,21910,21750,21900,35105
2018-03-19,22050,22210,21890,22020,24262
2018-03-16,22400,22400,22170,22210,26041
2018-03-15,22250,22370,22090,22360,43574
2018-03-14,22310,22420,22210,22330,21384
2018-03-13,22270,22500,22240,22490,43380
2018-03-12,22490,22520,22230,22390,43810
2018-03-09,22100,22430,21890,22010,58040
2018-03-08,22050,22050,21830,21900,17825
2018-03-07,21810,22030,21730,21770,35188
2018-03-06,21990,22090,21940,21950,30058
2018-03-05,21580,21690,21460,21570,77890
2018-03-02,21770,21800,21620,21720,91523
2018-03-01,22480,22490,22180,22270,59986
2018-02-28,22830,22940,22650,22660,23383
