Date,Open,High,Low,Close,Volume
2018-04-23,22940,22990,22850,22890,38041
2018-04-20,22930,23050,22870,22950,66625
2018-04-19,23010,23150,22970,23000,71037
2018-04-18,22690,22980,22690,22960,95121
2018-04-17,22590,22670,22550,22610,27394
2018-04-16,22640,22660,22550,22620,28477
2018-04-13,22570,22690,22520,22560,39916
2018-04-12,22460,22490,22360,22410,26184
2018-04-11,22630,22630,22470,22470,27063
2018-04-10,22370,22710,22310,22590,76483
2018-04-09,22310,22510,22290,22460,33114
2018-04-06,22410,22520,22320,22340,45865
2018-04-05,22320,22510,22230,22420,63060
2018-04-04,22200,22200,21990,22090,43157
2018-04-03,21830,22090,21800,22040,76395
2018-04-02,22200,22360,22160,22160,30160
2018-03-30,22150,22280,22080,22220,67779
2018-03-29,22020,22050,21750,21900,29534
2018-03-28,21590,21770,21520,21770,37568
2018-03-27,21560,21890,21530,21870,82932
2018-03-26,20990,21350,20910,21350,83699
2018-03-23,21480,21580,21120,21170,327141
2018-03-22,21980,22190,21960,22170,33433
2018-03-20,21890,21980,21820,21980,56270
2018-03-19,22140,22260,21960,22070,33010
2018-03-16,22450,22470,22230,22280,38026
2018-03-15,22300,22430,22150,22410,58804
2018-03-14,22380,22490,22280,22380,50278
2018-03-13,22350,22570,22300,22560,77132
2018-03-12,22550,22590,22280,22430,97285
2018-03-09,22200,22490,21950,22050,145818
2018-03-08,22090,22100,21890,21960,73590
2018-03-07,21870,22090,21790,21840,51682
2018-03-06,22060,22150,22000,22010,52636
2018-03-05,21620,21750,21520,21620,96642
2018-03-02,21820,21870,21670,21790,187290
2018-03-01,22530,22530,22240,22320,146923
2018-02-28,22890,22990,22710,22720,84092
2018-02-27,23030,23130,22940,23000,75250
2018-02-26,22760,22860,22660,22780,64222
2018-02-23,22400,22500,22350,22490,36797
2018-02-22,22380,22390,22210,22320,72983
2018-02-21,22540,22740,22430,22590,99707
2018-02-20,22670,22670,22430,22510,38105
2018-02-19,22490,22770,22450,22740,81351
2018-02-16,22180,22460,22110,22320,107645
2018-02-15,21980,22170,21900,22060,103970
2018-02-14,21830,21960,21520,21720,142908
2018-02-13,22320,22320,21790,21830,128916
2018-02-09,21700,21990,21690,21950,241336
2018-02-08,22320,22580,22240,22490,175635
2018-02-07,22860,22960,22230,22230,334967
2018-02-06,22350,22450,21660,22190,472920
2018-02-05,23450,23490,23280,23320,156366
2018-02-02,23990,23990,23760,23900,104273
2018-02-01,23930,24140,23880,24130,55005
2018-01-31,23830,24010,23740,23740,87043
2018-01-30,24220,24220,23880,23940,149743
2018-01-29,24360,24430,24230,24260,37142
2018-01-26,24420,24450,24230,24260,83344
2018-01-25,24400,24470,24290,24320,81161
2018-01-24,24670,24720,24570,24600,89829
2018-01-23,24580,24790,24570,24770,110644
2018-01-22,24450,24450,24340,24450,41076
2018-01-19,24500,24520,24390,24460,74844
2018-01-18,24790,24790,24350,24410,112647
2018-01-17,24440,24540,24390,24520,63883
2018-01-16,24380,24610,24350,24590,36403
2018-01-15,24460,24480,24330,24370,45530
2018-01-12,24400,24400,24230,24290,107821
2018-01-11,24320,24390,24250,24360,120466
2018-01-10,24490,24520,24410,24460,63057
2018-01-09,24640,24640,24450,24490,115040
2018-01-05,24300,24390,24170,24360,72666
2018-01-04,23760,24140,23760,24120,212799
