Date,Open,High,Low,Close,Volume
2018-03-07,21950,22170,21880,21920,103660
2018-03-06,22120,22240,22090,22110,137670
2018-03-05,21710,21840,21600,21710,177750
2018-03-02,21910,21950,21750,21860,309580
2018-03-01,22600,22620,22330,22410,132060
2018-02-28,22990,23090,22780,22780,134420
2018-02-27,23100,23220,23030,23110,111200
2018-02-26,22870,22940,22750,22870,92140
2018-02-23,22480,22580,22420,22580,76060
2018-02-22,22470,22480,22290,22390,130360
2018-02-21,22640,22840,22520,22660,135470
2018-02-20,22760,22760,22520,22590,103210
2018-02-19,22590,22850,22540,22850,112510
2018-02-16,22260,22550,22190,22380,155640
2018-02-15,22070,22250,21970,22150,142210
2018-02-14,21910,22030,21600,21790,212560
2018-02-13,22410,22410,21880,21880,180940
2018-02-09,21800,22080,21770,22060,260210
2018-02-08,22410,22660,22330,22590,139660
2018-02-07,22960,23060,22320,22320,306630
2018-02-06,22420,22540,21740,22270,470690
2018-02-05,23540,23590,23370,23420,237720
2018-02-02,24080,24080,23850,24010,106470
2018-02-01,24010,24230,23970,24210,95680
2018-01-31,23920,24100,23840,23850,129660
2018-01-30,24320,24320,23970,24030,213150
2018-01-29,24480,24530,24320,24380,59140
2018-01-26,24510,24540,24330,24340,96850
2018-01-25,24470,24570,24390,24420,129230
2018-01-24,24770,24830,24670,24680,88020
2018-01-23,24670,24890,24670,24880,110070
2018-01-22,24550,24550,24440,24550,41030
2018-01-19,24600,24620,24480,24550,74480
2018-01-18,24890,24890,24450,24520,173260
2018-01-17,24510,24630,24480,24610,87760
2018-01-16,24470,24700,24450,24700,81640
2018-01-15,24570,24570,24430,24450,68490
2018-01-12,24500,24500,24320,24390,99140
2018-01-11,24390,24480,24350,24430,58770
2018-01-10,24570,24610,24500,24530,35800
2018-01-09,24740,24740,24540,24590,116880
2018-01-05,24400,24480,24250,24480,116430
2018-01-04,23860,24230,23860,24220,185170
