Date,Open,High,Low,Close,Volume
2018-02-07,4030,4093,3972,3975,2741300
2018-02-06,3990,4026,3907,3967,4026600
2018-02-05,4119,4156,4091,4107,2096600
2018-02-02,4180,4183,4114,4140,1849500
2018-02-01,4183,4196,4116,4180,2292900
2018-01-31,4188,4198,4110,4113,2032500
2018-01-30,4172,4183,4133,4162,2051100
2018-01-29,4210,4221,4186,4192,1310500
2018-01-26,4214,4247,4194,4208,1415100
2018-01-25,4230,4243,4150,4233,1929600
2018-01-24,4338,4354,4288,4298,1407100
2018-01-23,4327,4329,4300,4326,1657000
2018-01-22,4307,4320,4270,4320,1665100
2018-01-19,4285,4336,4282,4318,1788300
2018-01-18,4322,4338,4240,4252,1944100
2018-01-17,4290,4294,4264,4289,1565900
2018-01-16,4330,4339,4307,4315,1185400
2018-01-15,4440,4441,4340,4346,1214500
2018-01-12,4439,4442,4384,4410,1384900
2018-01-11,4439,4449,4405,4425,1907900
2018-01-10,4440,4441,4406,4424,1510900
2018-01-09,4500,4504,4450,4487,2273600
2018-01-05,4449,4489,4420,4425,1439100
2018-01-04,4443,4451,4420,4443,1545000
